dataset,mu_size,nu_size,cost,iterations,error,time_unit,time,time_counter,gpu_mem_unit,peak_gpu_mem,combined_peak_gpu_ram,peak_gpu_util_pct,mean_gpu_util_pct,peak_ram_MiB,combined_peak_ram_MiB,max_cpu_util_pct,mean_cpu_util_pct,status,name,reg,maxiter,exception
3D-gaussian-2c-24p,13824,13824,1.9110702744622436,11,1.642759168682243e-17,seconds,0.23563766479492188,0.060253752395510674,megabytes,2130.0,2130.0,40.0,40.0,0.022884352,0.022884352,0.0,0.0,success,sinkhorn-normed,1.0,1000000,
3D-gaussian-2c-24p,13824,13824,1.774876370023725,11,2.0570051812631416e-17,seconds,0.2407233715057373,0.05713421944528818,megabytes,2132.0,2132.0,51.0,51.0,0.022933504,0.022933504,0.0,0.0,success,sinkhorn-normed,1.0,1000000,
3D-gaussian-2c-24p,13824,13824,1.8283233756611765,11,1.6334284204345977e-17,seconds,0.23293018341064453,0.06452028546482325,megabytes,2130.0,2130.0,58.0,58.0,0.022392832,0.022392832,0.04296875,0.04296875,success,sinkhorn-normed,1.0,1000000,
3D-gaussian-2c-24p,13824,13824,1.815647152507965,11,1.8194103662658042e-17,seconds,0.2360701560974121,0.0703032249584794,megabytes,2132.0,2132.0,55.0,55.0,0.02244608,0.02244608,0.0875,0.0875,success,sinkhorn-normed,1.0,1000000,
3D-gaussian-2c-24p,13824,13824,1.8814002849571405,11,2.1552592674001486e-17,seconds,0.21935033798217773,0.06141072325408459,megabytes,2130.0,2130.0,66.0,66.0,0.022327296,0.022327296,0.04296875,0.04296875,success,sinkhorn-normed,1.0,1000000,
3D-gaussian-2c-24p,13824,13824,1.8711738609817163,11,1.699076510911058e-17,seconds,0.2230994701385498,0.057603755965828896,megabytes,2132.0,2132.0,66.0,66.0,0.022376448,0.022376448,0.15703125,0.15703125,success,sinkhorn-normed,1.0,1000000,
3D-gaussian-2c-24p,13824,13824,1.783848294401872,11,1.7475934030358523e-17,seconds,0.2150743007659912,0.0600055456161499,megabytes,2130.0,2130.0,55.0,55.0,0.02230272,0.02230272,0.12734375,0.12734375,success,sinkhorn-normed,1.0,1000000,
3D-gaussian-2c-32p,32768,32768,1.8028679344157768,11,1.2440458054342865e-17,seconds,1.3268094062805176,1.2335324604064226,megabytes,33444.0,33444.0,100.0,57.666666666666664,0.053276672000000004,0.07467417600000001,0.79765625,0.5220052083333334,success,sinkhorn-normed,1.0,1000000,
3D-gaussian-2c-32p,32768,32768,1.7255062180027532,11,1.1334994546587089e-17,seconds,0.4678158760070801,0.29319758992642164,megabytes,25288.0,25288.0,100.0,100.0,0.031952896,0.031952896,0.78359375,0.46562499999999996,success,sinkhorn-normed,1.0,1000000,
3D-gaussian-2c-32p,32768,32768,1.7797263326028516,11,1.2502501982394492e-17,seconds,0.45118093490600586,0.28167808428406715,megabytes,25288.0,25288.0,100.0,100.0,0.036360192,0.036360192,0.78046875,0.451171875,success,sinkhorn-normed,1.0,1000000,
3D-gaussian-2c-32p,32768,32768,1.6252529821102786,11,1.154882501328028e-17,seconds,0.4398927688598633,0.28218578826636076,megabytes,25286.0,25286.0,100.0,100.0,0.036274176000000005,0.036274176000000005,0.77421875,0.44921875,success,sinkhorn-normed,1.0,1000000,
3D-gaussian-2c-32p,32768,32768,1.7828292312802976,11,1.0770815003406805e-17,seconds,0.29675865173339844,0.27855021599680185,megabytes,25288.0,25288.0,100.0,100.0,0.026918912000000003,0.026918912000000003,0.74375,0.74375,success,sinkhorn-normed,1.0,1000000,
3D-gaussian-2c-32p,32768,32768,1.8245706828813986,11,1.0680138438714773e-17,seconds,0.511669397354126,0.2943085739389062,megabytes,25286.0,25286.0,100.0,100.0,0.038543360000000006,0.038543360000000006,0.82109375,0.42851562499999996,success,sinkhorn-normed,1.0,1000000,
3D-gaussian-2c-32p,32768,32768,1.7105167131865298,11,2.3547519578500788e-17,seconds,0.46812963485717773,0.281133278273046,megabytes,25288.0,25288.0,100.0,100.0,0.038678528000000004,0.038678528000000004,0.78828125,0.394140625,success,sinkhorn-normed,1.0,1000000,
3D-gaussian-2c-32p,32768,32768,1.7069020545517575,11,1.1213337469219367e-17,seconds,0.46634912490844727,0.28227623365819454,megabytes,25286.0,25286.0,100.0,100.0,0.038494208,0.038494208,0.796875,0.3984375,success,sinkhorn-normed,1.0,1000000,
3D-gaussian-2c-32p,32768,32768,1.4382042932936314,11,2.6185120774773804e-17,seconds,0.5333907604217529,0.28073522355407476,megabytes,25288.0,25288.0,100.0,100.0,0.038277120000000005,0.038277120000000005,0.7609375,0.40937500000000004,success,sinkhorn-normed,1.0,1000000,
3D-gaussian-2c-32p,32768,32768,1.8306835395462626,11,1.3812924256736167e-17,seconds,0.4452025890350342,0.28444644901901484,megabytes,25286.0,25286.0,100.0,100.0,0.040296448000000006,0.040296448000000006,0.79140625,0.45859375,success,sinkhorn-normed,1.0,1000000,
3D-gaussian-2c-32p,32768,32768,1.858369095212729,11,1.1856207213668356e-17,seconds,0.3129384517669678,0.28047128580510616,megabytes,25288.0,25288.0,100.0,100.0,0.026734592,0.026734592,0.6890625,0.6890625,success,sinkhorn-normed,1.0,1000000,
3D-gaussian-2c-32p,32768,32768,1.8549225721709854,11,2.4627619934971878e-17,seconds,0.5477938652038574,0.27927356865257025,megabytes,25286.0,25286.0,100.0,100.0,0.038428672000000004,0.038428672000000004,0.78046875,0.390234375,success,sinkhorn-normed,1.0,1000000,
3D-gaussian-2c-32p,32768,32768,1.8141501280274426,11,1.1100168247635397e-17,seconds,0.4471147060394287,0.28889103792607784,megabytes,25288.0,25288.0,100.0,100.0,0.038191104000000003,0.038191104000000003,0.7953125,0.44101562499999997,success,sinkhorn-normed,1.0,1000000,
3D-gaussian-2c-32p,32768,32768,1.9153654441234451,11,1.086199727121454e-17,seconds,0.4887726306915283,0.2962807733565569,megabytes,25286.0,25286.0,100.0,100.0,0.038350848,0.038350848,0.75859375,0.379296875,success,sinkhorn-normed,1.0,1000000,
3D-gaussian-2c-32p,32768,32768,1.744155725125752,11,1.2155952647726013e-17,seconds,0.5058119297027588,0.29645956959575415,megabytes,25288.0,25288.0,100.0,100.0,0.03813376,0.03813376,0.76640625,0.430078125,success,sinkhorn-normed,1.0,1000000,
3D-gaussian-2c-32p,32768,32768,1.7741974594227918,11,1.103062736642715e-17,seconds,0.4647247791290283,0.29042232874780893,megabytes,25286.0,25286.0,100.0,100.0,0.038305792000000005,0.038305792000000005,0.77265625,0.386328125,success,sinkhorn-normed,1.0,1000000,
3D-gaussian-2c-32p,32768,32768,1.649899110634622,11,1.181855460147013e-17,seconds,0.460679292678833,0.30363694950938225,megabytes,25288.0,25288.0,100.0,100.0,0.038002688,0.038002688,0.7703125,0.48359375,success,sinkhorn-normed,1.0,1000000,
3D-gaussian-2c-32p,32768,32768,1.9373366605393947,11,1.1343223338488114e-17,seconds,0.32102441787719727,0.2814198872074485,megabytes,25286.0,25286.0,100.0,100.0,0.026632192000000002,0.026632192000000002,0.68984375,0.68984375,success,sinkhorn-normed,1.0,1000000,
3D-gaussian-2c-32p,32768,32768,1.772966223059218,11,1.1476765323972517e-17,seconds,0.5003063678741455,0.3607939248904586,megabytes,33446.0,33446.0,100.0,100.0,0.0380928,0.0380928,0.79453125,0.464453125,success,sinkhorn-normed,1.0,1000000,
3D-gaussian-2c-32p,32768,32768,1.6856730139906477,11,2.2632348795529317e-17,seconds,0.4312589168548584,0.27977416571229696,megabytes,25286.0,25286.0,100.0,100.0,0.037978112,0.037978112,0.79453125,0.4828125,success,sinkhorn-normed,1.0,1000000,
3D-gaussian-2c-32p,32768,32768,1.7285088780872453,11,1.1205959606747039e-17,seconds,0.46574926376342773,0.2893452262505889,megabytes,25288.0,25288.0,100.0,100.0,0.038076416,0.038076416,0.78515625,0.431640625,success,sinkhorn-normed,1.0,1000000,
3D-gaussian-2c-32p,32768,32768,1.6875692090549812,11,1.1299028883931067e-17,seconds,0.542888879776001,0.2952628768980503,megabytes,25286.0,25286.0,100.0,100.0,0.037982208,0.037982208,0.7796875,0.44609375,success,sinkhorn-normed,1.0,1000000,
3D-gaussian-2c-32p,32768,32768,1.8292175039545544,11,1.1255654146621255e-17,seconds,0.45984673500061035,0.29734128061681986,megabytes,25288.0,25288.0,100.0,100.0,0.03807232,0.03807232,0.77109375,0.4296875,success,sinkhorn-normed,1.0,1000000,
3D-gaussian-2c-32p,32768,32768,1.8537195905316177,11,1.1431419489456689e-17,seconds,0.26783013343811035,0.27803907357156277,megabytes,25286.0,25286.0,100.0,100.0,0.026603520000000002,0.026603520000000002,0.8015625,0.8015625,success,sinkhorn-normed,1.0,1000000,
3D-gaussian-2c-32p,32768,32768,1.8759711123059608,11,1.0674620936058674e-17,seconds,0.524693489074707,0.36302922386676073,megabytes,25288.0,25288.0,100.0,100.0,0.037945344,0.037945344,0.79140625,0.468359375,success,sinkhorn-normed,1.0,1000000,
3D-gaussian-2c-32p,32768,32768,1.7439182357252343,11,1.3365194806617087e-17,seconds,0.43257713317871094,0.28148119896650314,megabytes,25286.0,25286.0,100.0,100.0,0.037888000000000005,0.037888000000000005,0.75625,0.442578125,success,sinkhorn-normed,1.0,1000000,
3D-gaussian-2c-32p,32768,32768,1.7943893325141604,11,1.0675571139925737e-17,seconds,0.4486064910888672,0.28324839752167463,megabytes,25288.0,25288.0,100.0,100.0,0.038211584,0.038211584,0.78203125,0.434765625,success,sinkhorn-normed,1.0,1000000,
3D-gaussian-2c-32p,32768,32768,1.783352716543778,11,1.2017841542474522e-17,seconds,0.5545661449432373,0.2980756238102913,megabytes,25286.0,25286.0,100.0,100.0,0.038027264000000005,0.038027264000000005,0.79296875,0.425,success,sinkhorn-normed,1.0,1000000,
3D-gaussian-2c-32p,32768,32768,1.84818072112511,11,1.4371143624382363e-17,seconds,0.4355437755584717,0.28670296259224415,megabytes,25288.0,25288.0,100.0,100.0,0.038027264000000005,0.038027264000000005,0.7578125,0.42265625,success,sinkhorn-normed,1.0,1000000,
3D-gaussian-2c-32p,32768,32768,1.8374136405616115,11,1.129248683143525e-17,seconds,0.32503652572631836,0.2801607707515359,megabytes,25286.0,25286.0,100.0,100.0,0.026632192000000002,0.026632192000000002,0.6703125,0.6703125,success,sinkhorn-normed,1.0,1000000,
3D-gaussian-2c-32p,32768,32768,1.752580694811964,11,1.1404202086435396e-17,seconds,0.4804353713989258,0.2780946856364608,megabytes,25288.0,25288.0,100.0,100.0,0.038326272,0.038326272,0.79921875,0.419140625,success,sinkhorn-normed,1.0,1000000,
3D-gaussian-4c-16p,4096,4096,1.9213170262858048,11,2.8430579199450667e-17,seconds,0.22974276542663574,0.021367675624787807,megabytes,802.0,802.0,100.0,100.0,0.027267072000000003,0.027267072000000003,0.0,0.0,success,sinkhorn-normed,1.0,1000000,
3D-gaussian-4c-16p,4096,4096,1.9475629676323276,11,2.7467179648567337e-17,seconds,0.0,0.0283123180270195,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn-normed,1.0,1000000,
3D-gaussian-4c-16p,4096,4096,1.891192222361056,11,3.434809202158129e-17,seconds,0.0,0.00968825351446867,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn-normed,1.0,1000000,
3D-gaussian-4c-16p,4096,4096,1.9287333291235256,11,2.8295830044885105e-17,seconds,0.2272176742553711,0.030328194610774517,megabytes,802.0,802.0,2.0,2.0,0.026574848,0.026574848,0.07734375,0.07734375,success,sinkhorn-normed,1.0,1000000,
3D-gaussian-4c-16p,4096,4096,1.8478797398890408,11,2.780786683122069e-17,seconds,0.22195935249328613,0.019641180522739887,megabytes,802.0,802.0,4.0,4.0,0.026824704,0.026824704,0.0,0.0,success,sinkhorn-normed,1.0,1000000,
3D-gaussian-4c-16p,4096,4096,1.9268599089313634,11,2.855325787462397e-17,seconds,0.0,0.02243866864591837,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn-normed,1.0,1000000,
3D-gaussian-4c-16p,4096,4096,1.9178045983539675,11,2.821489770435311e-17,seconds,0.0,0.010124079883098602,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn-normed,1.0,1000000,
3D-gaussian-4c-16p,4096,4096,1.8799649549101556,11,2.7719689173386872e-17,seconds,0.0,0.021698364056646824,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn-normed,1.0,1000000,
3D-gaussian-4c-16p,4096,4096,1.7677094738417076,11,2.962266143103445e-17,seconds,0.0,0.009774110279977322,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn-normed,1.0,1000000,
